小区名称,类型,区域(行政区),商圈板块,城市,数据来源
绿地U+未来中心,商业,江北,洪塘,宁波,fang.com
姚江里,商业,江北,洪塘,宁波,fang.com
尼塔国际,商业,江北,洪塘,宁波,fang.com
姚江新都大厦,商业,江北,洪塘,宁波,fang.com
上邵家园,商业,江北,洪塘,宁波,fang.com
锦育小区,商业,江北,洪塘,宁波,fang.com
金山中心,商业,江北,洪塘,宁波,fang.com
世茂新岸,商业,江北,洪塘,宁波,fang.com
世茂前滩1号,商业,江北,洪塘,宁波,fang.com
深悦商业广场,商业,江北,洪塘,宁波,fang.com
远洲大酒店吉家公寓,商业,江北,洪塘,宁波,fang.com
路劲新天地,商业,江北,白沙,宁波,fang.com
大时代,商业,江北,老外滩,宁波,fang.com
同方杰座,商业,江北,老外滩,宁波,fang.com
海顿公馆公寓,商业,江北,老外滩,宁波,fang.com
百隆东外滩花园商住楼,商业,江北,老外滩,宁波,fang.com
老外滩商住楼,商业,江北,老外滩,宁波,fang.com
信达中建黉河街27院,商业,海曙,中山广场,宁波,fang.com
秀水社区,商业,海曙,中山广场,宁波,fang.com
恒厚阳光一品,商业,海曙,中山西路,宁波,fang.com
江湾SOHO,商业,海曙,南苑街,宁波,fang.com
南雅社区,商业,海曙,南苑街,宁波,fang.com
城投中湾广场,商业,海曙,南苑街,宁波,fang.com
时代新居,商业,海曙,南苑街,宁波,fang.com
水茂华园,商业,海曙,南苑街,宁波,fang.com
南塘金茂府商住楼,商业,海曙,南苑街,宁波,fang.com
华恒中心,商业,海曙,南苑街,宁波,fang.com
丽园尚品,商业,海曙,南苑街,宁波,fang.com
南塘新街,商业,海曙,南苑街,宁波,fang.com
南苑街148弄小区,商业,海曙,南苑街,宁波,fang.com
宁波公馆公寓,商业,海曙,南苑街,宁波,fang.com
南塘金茂府公寓,商业,海曙,南苑街,宁波,fang.com
龙湾银都,商业,海曙,南门,宁波,fang.com
俞家商住楼,商业,海曙,古林镇,宁波,fang.com
银亿环球中心,商业,海曙,天一广场,宁波,fang.com
恒一城市广场,商业,海曙,天一广场,宁波,fang.com
灵桥公寓,商业,海曙,天一广场,宁波,fang.com
世纪广场(商住楼),商业,海曙,天一广场,宁波,fang.com
新外滩商住楼,商业,海曙,天一广场,宁波,fang.com
威斯汀公寓,商业,海曙,天一广场,宁波,fang.com
博府丽景湾,商业,海曙,客运中心,宁波,fang.com
泛亚国际,商业,海曙,客运中心,宁波,fang.com
博府丽景湾写字楼,写字楼,海曙,客运中心,宁波,fang.com
洛兹广场,商业,海曙,客运中心,宁波,fang.com
丽苑商务中心,商业,海曙,客运中心,宁波,fang.com
香溢秀水长郎,商业,海曙,客运中心,宁波,fang.com
城市先锋,商业,海曙,月湖公园,宁波,fang.com
宝龙雅戈尔江汇城商住楼,商业,海曙,望春路,宁波,fang.com
吉时达罗曼风情公寓,商业,海曙,望春路,宁波,fang.com
柏乐酒店公寓,商业,海曙,望春路,宁波,fang.com
共享蜂学苑社区,商业,海曙,望春路,宁波,fang.com
吉时达罗曼风情商住楼,商业,海曙,望春路,宁波,fang.com
乐和家园,商业,海曙,望春路,宁波,fang.com
四季翠园商住楼,商业,海曙,望春路,宁波,fang.com
"徐家漕路244,256,264号楼",商业,海曙,望春路,宁波,fang.com
城市智荟,商业,海曙,段塘,宁波,fang.com
金湖世家,商业,海曙,段塘,宁波,fang.com
尚南小筑,商业,海曙,段塘,宁波,fang.com
乾宁府公寓,商业,海曙,段塘,宁波,fang.com
星荟PARK商住楼,商业,海曙,海曙其他,宁波,fang.com
祝家桥村银杏新村商住楼,商业,海曙,海曙西,宁波,fang.com
枫景公寓,商业,海曙,石碶,宁波,fang.com
布利杰城南公馆商住楼,商业,海曙,石碶,宁波,fang.com
洛兹家园,商业,海曙,石碶,宁波,fang.com
南邦名座,商业,海曙,石碶,宁波,fang.com
星荟park(商住楼),商业,海曙,石碶,宁波,fang.com
集成名苑(公寓),商业,海曙,联丰路,宁波,fang.com
薛家南路499号楼,商业,海曙,联丰路,宁波,fang.com
礼嘉桥新村,商业,海曙,联丰路,宁波,fang.com
启运路528弄32号楼,商业,海曙,联丰路,宁波,fang.com
宋城佳苑,商业,海曙,联丰路,宁波,fang.com
天玮公馆,商业,海曙,联丰路,宁波,fang.com
翔威迎春,商业,海曙,联丰路,宁波,fang.com
学院路29号办公楼,商业,海曙,联丰路,宁波,fang.com
中元城市广场,商业,海曙,西门,宁波,fang.com
城市广场(海曙商住楼),商业,海曙,西门,宁波,fang.com
甬宿连锁公寓,商业,海曙,集士港,宁波,fang.com
利时新里程,商业,海曙,集士港,宁波,fang.com
泰丰半岛悦城商住楼,商业,海曙,集士港,宁波,fang.com
微客+,商业,海曙,集士港,宁波,fang.com
中梁国宾府商住楼,商业,海曙,集士港,宁波,fang.com
大安风华,商业,海曙,青林湾,宁波,fang.com
恒威海上花院跃公馆,商业,海曙,青林湾,宁波,fang.com
莱茵堡花园,商业,海曙,青林湾,宁波,fang.com
城市金领,商业,海曙,青林湾,宁波,fang.com
公园壹号,商业,海曙,青林湾,宁波,fang.com
大安风华(新房),商业,海曙,青林湾,宁波,fang.com
海上花院跃公馆二期,商业,海曙,青林湾,宁波,fang.com
海上花院跃公馆,商业,海曙,青林湾,宁波,fang.com
邻里花园商住楼,商业,海曙,青林湾,宁波,fang.com
青苹果写字楼,写字楼,海曙,青林湾,宁波,fang.com
星悦府公寓,商业,海曙,马园,宁波,fang.com
大公馆公寓,商业,海曙,马园,宁波,fang.com
天海大酒店,商业,海曙,马园,宁波,fang.com
星悦中心商住楼,商业,海曙,马园,宁波,fang.com
望京人文,商业,海曙,高塘,宁波,fang.com
西姿银楼,商业,海曙,高桥,宁波,fang.com
佳苑公寓,商业,海曙,高桥,宁波,fang.com
城市方格公寓,商业,海曙,高桥,宁波,fang.com
城市方格(商住楼),商业,海曙,高桥,宁波,fang.com
城市方格,商业,海曙,高桥,宁波,fang.com
栖息地公寓,商业,海曙,高桥,宁波,fang.com
沁俪铭楼,商业,海曙,高桥,宁波,fang.com
中西小区,商业,海曙,鼓楼,宁波,fang.com
中山商务,商业,海曙,鼓楼,宁波,fang.com
宝龙东望商住楼,商业,象山,城北,宁波,fang.com
博浪海港城,商业,象山,城北,宁波,fang.com
东城官邸,商业,象山,城北,宁波,fang.com
华龙商住楼,商业,象山,城北,宁波,fang.com
建设路166号楼,商业,象山,城北,宁波,fang.com
绿城象山百合公寓,商业,象山,城北,宁波,fang.com
锦绣家园,商业,象山,城西,宁波,fang.com
象山三元液压有限公司商住楼,商业,象山,城西,宁波,fang.com
石浦镇原凤栖路13号商住楼地块,商业,象山,石浦,宁波,fang.com
渔港北路82号楼,商业,象山,石浦,宁波,fang.com
盛世昌明(新房),商业,象山,西周,宁波,fang.com
耀辰公馆,商业,象山,象山其他,宁波,fang.com
嘉盛银座,商业,镇海,庄市镇,宁波,fang.com
财富广场斯玛特公馆,商业,镇海,庄市镇,宁波,fang.com
明海公寓,商业,镇海,庄市镇,宁波,fang.com
里夏新村,商业,镇海,庄市镇,宁波,fang.com
同心苑镇海,商业,镇海,庄市镇,宁波,fang.com
柏璟公寓,商业,镇海,庄市镇,宁波,fang.com
富力院士庭公寓,商业,镇海,庄市镇,宁波,fang.com
富力院士庭(商住楼),商业,镇海,庄市镇,宁波,fang.com
宁波富力院士庭,商业,镇海,庄市镇,宁波,fang.com
上金天地,商业,镇海,庄市镇,宁波,fang.com
同源路600号,商业,镇海,庄市镇,宁波,fang.com
庄市大道788号楼,商业,镇海,庄市镇,宁波,fang.com
维科南熏别院,商业,镇海,招宝山,宁波,fang.com
西门小区,商业,镇海,招宝山,宁波,fang.com
四方小区,商业,镇海,招宝山,宁波,fang.com
三角地小区,商业,镇海,招宝山,宁波,fang.com
建筑新村,商业,镇海,招宝山,宁波,fang.com
翰林国际,商业,镇海,招宝山,宁波,fang.com
庙前路小区,商业,镇海,招宝山,宁波,fang.com
童仓小区,商业,镇海,招宝山,宁波,fang.com
郁金香公馆商住楼,商业,镇海,招宝山,宁波,fang.com
镇棉小区,商业,镇海,招宝山,宁波,fang.com
兴建花园,商业,镇海,澥浦镇,宁波,fang.com
金丰阳光,商业,镇海,蛟川,宁波,fang.com
恒威壹品君园(商住楼),商业,镇海,蛟川,宁波,fang.com
招宝阳光,商业,镇海,蛟川,宁波,fang.com
金悦SOHO公寓,商业,镇海,蛟川,宁波,fang.com
炼化桔园小区,商业,镇海,蛟川,宁波,fang.com
世贸公馆商住楼,商业,镇海,蛟川,宁波,fang.com
世贸广场(商住楼),商业,镇海,蛟川,宁波,fang.com
利时爱丁堡,商业,镇海,骆驼镇,宁波,fang.com
恒裕玫瑰湾,商业,镇海,骆驼镇,宁波,fang.com
瑞丰欢乐颂L+,商业,镇海,骆驼镇,宁波,fang.com
骆驼东州建材市场小区,商业,镇海,骆驼镇,宁波,fang.com
丽景英郡,商业,镇海,骆驼镇,宁波,fang.com
镇海利时广场,商业,镇海,骆驼镇,宁波,fang.com
丁桥兰苑,商业,上城,丁桥,杭州,fang.com
明珠1号,商业,上城,丁桥,杭州,fang.com
滨江同协金座公寓,商业,上城,丁桥,杭州,fang.com
柏悦公馆,商业,上城,丁桥,杭州,fang.com
丁兰商业中心,商业,上城,丁桥,杭州,fang.com
丁桥新城广场,商业,上城,丁桥,杭州,fang.com
大唐商务大厦,商业,上城,丁桥,杭州,fang.com
徳珠商务中心,商业,上城,丁桥,杭州,fang.com
德珠商务中心,商业,上城,丁桥,杭州,fang.com
海伦堡.星座,商业,上城,丁桥,杭州,fang.com
启迪协信杭州科技城泊晶,商业,上城,丁桥,杭州,fang.com
启迪协信公寓,商业,上城,丁桥,杭州,fang.com
协信启迪智慧城,商业,上城,丁桥,杭州,fang.com
置鼎明珠1号,商业,上城,丁桥,杭州,fang.com
中豪湘和国际,商业,上城,三堡,杭州,fang.com
融信·江河盛会,商业,上城,三堡,杭州,fang.com
三堡南苑,商业,上城,三堡,杭州,fang.com
向江来时代中心公寓,商业,上城,三堡,杭州,fang.com
云峰一区,商业,上城,三堡,杭州,fang.com
东方时代中心,商业,上城,三里亭,杭州,fang.com
联合麦田,商业,上城,三里亭,杭州,fang.com
神州白云大厦,商业,上城,三里亭,杭州,fang.com
佰富时代中心公寓,商业,上城,三里亭,杭州,fang.com
东方丽都花苑商住楼,商业,上城,三里亭,杭州,fang.com
范家天成公寓,商业,上城,三里亭,杭州,fang.com
华丰农居,商业,上城,三里亭,杭州,fang.com
克拉公馆,商业,上城,三里亭,杭州,fang.com
杰立公馆,商业,上城,三里亭,杭州,fang.com
沁园雅舍生活馆,商业,上城,三里亭,杭州,fang.com
龙湖上城天街铂金岛,商业,上城,乔司,杭州,fang.com
地铁东城广场,商业,上城,九堡,杭州,fang.com
九天泽一国际公寓,商业,上城,九堡,杭州,fang.com
九堡东方公寓,商业,上城,九堡,杭州,fang.com
东大门公寓,商业,上城,九堡,杭州,fang.com
国芳购物中心,商业,上城,九堡,杭州,fang.com
杭海金座,商业,上城,九堡,杭州,fang.com
璞玉公馆,商业,上城,九堡,杭州,fang.com
龙湖·天瑄城商住楼,商业,上城,九堡,杭州,fang.com
鑫运时代金座商住楼,商业,上城,九堡,杭州,fang.com
五堡二区,商业,上城,五堡,杭州,fang.com
五堡四区,商业,上城,五堡,杭州,fang.com
兴隆公寓,商业,上城,五堡,杭州,fang.com
越秀地产天萃名邸商住楼,商业,上城,五堡,杭州,fang.com
潮观凤起,商业,上城,凯旋,杭州,fang.com
揽潮誉道,商业,上城,凯旋,杭州,fang.com
钱潮鸣翠云筑,商业,上城,凯旋,杭州,fang.com
百大绿城,商业,上城,凯旋,杭州,fang.com
四海花城,商业,上城,凯旋,杭州,fang.com
滨江华家池商住楼,商业,上城,华家池,杭州,fang.com
世茂天玑公寓,商业,上城,华家池,杭州,fang.com
华景北苑,商业,上城,华家池,杭州,fang.com
华家池印公寓商住楼,商业,上城,华家池,杭州,fang.com
绿地华家池印商住楼,商业,上城,华家池,杭州,fang.com
农业厅第三宿舍,商业,上城,华家池,杭州,fang.com
世茂天玑,商业,上城,华家池,杭州,fang.com
同方国际广场,商业,上城,华家池,杭州,fang.com
紫玉公馆,商业,上城,华家池,杭州,fang.com
海运都会钱塘,商业,上城,南星,杭州,fang.com
海运国际公寓,商业,上城,南星,杭州,fang.com
久宸里,商业,上城,南星,杭州,fang.com
钱江国际商务中心,商业,上城,南星,杭州,fang.com
云江花园商住楼,商业,上城,南星,杭州,fang.com
南肖埠小区,商业,上城,南肖埠,杭州,fang.com
广茵大厦,商业,上城,南肖埠,杭州,fang.com
华景南苑,商业,上城,南肖埠,杭州,fang.com
金兰池社区,商业,上城,南肖埠,杭州,fang.com
凯旋公寓,商业,上城,南肖埠,杭州,fang.com
庆春门社区,商业,上城,南肖埠,杭州,fang.com
居安坊,商业,上城,四季青,杭州,fang.com
东亚新干线公寓,商业,上城,城东新城,杭州,fang.com
环翼城,商业,上城,城东新城,杭州,fang.com
三花国际公寓,商业,上城,城东新城,杭州,fang.com
德信环翼城公寓,商业,上城,城东新城,杭州,fang.com
宋都时间国际公寓,商业,上城,城东新城,杭州,fang.com
祥生中心公寓,商业,上城,城东新城,杭州,fang.com
滨江龙湖明石东潮府商住楼,商业,上城,城东新城,杭州,fang.com
德信杭州之翼公寓,商业,上城,城东新城,杭州,fang.com
东站花园国际,商业,上城,城东新城,杭州,fang.com
杭州港龙城,商业,上城,城东新城,杭州,fang.com
杭州港龙城公寓,商业,上城,城东新城,杭州,fang.com
龙湖金地商置都会风华商住楼,商业,上城,城东新城,杭州,fang.com
祥生中心,商业,上城,城东新城,杭州,fang.com
中豪国际,商业,上城,城东新城,杭州,fang.com
中豪五星国际,商业,上城,城东新城,杭州,fang.com
基金小镇,商业,上城,复兴,杭州,fang.com
兰江公寓,商业,上城,复兴,杭州,fang.com
玉皇山基金小镇,商业,上城,复兴,杭州,fang.com
长堤明苑写字楼,写字楼,上城,小营,杭州,fang.com
富春大厦,商业,上城,小营,杭州,fang.com
格林公馆,商业,上城,小营,杭州,fang.com
环东新村,商业,上城,小营,杭州,fang.com
金色城品公寓,商业,上城,小营,杭州,fang.com
嘉德广场商住楼,商业,上城,小营,杭州,fang.com
金衙庄商务楼,商业,上城,小营,杭州,fang.com
上城凯恩西湖金座,商业,上城,小营,杭州,fang.com
通润银座,商业,上城,小营,杭州,fang.com
万新大厦,商业,上城,小营,杭州,fang.com
万科金色城品,商业,上城,小营,杭州,fang.com
西牌楼社区,商业,上城,小营,杭州,fang.com
新东方大厦,商业,上城,小营,杭州,fang.com
星河商务大厦,商业,上城,小营,杭州,fang.com
西湖国贸大厦,商业,上城,小营,杭州,fang.com
香榭商务大厦,商业,上城,小营,杭州,fang.com
中凯东方红街,商业,上城,彭埠,杭州,fang.com
红街天城公寓,商业,上城,彭埠,杭州,fang.com
和兴云合印中心,商业,上城,彭埠,杭州,fang.com
华润中央车站广场,商业,上城,彭埠,杭州,fang.com
东渡酩悦商住楼,商业,上城,彭埠,杭州,fang.com
广宇东港空间,商业,上城,彭埠,杭州,fang.com
广宇东宁公馆,商业,上城,彭埠,杭州,fang.com
红街天城,商业,上城,彭埠,杭州,fang.com
汇和国际,商业,上城,彭埠,杭州,fang.com
恒祺克拉天玺,商业,上城,彭埠,杭州,fang.com
华润置地中央车站广场,商业,上城,彭埠,杭州,fang.com
华润置地中央车站广场商住楼,商业,上城,彭埠,杭州,fang.com
迈达商业中心,商业,上城,彭埠,杭州,fang.com
景芳六区,商业,上城,景芳,杭州,fang.com
新城时代广场,商业,上城,景芳,杭州,fang.com
浙江交运大厦,商业,上城,景芳,杭州,fang.com
中豪湘座,商业,上城,景芳,杭州,fang.com
海潮望月城|潮印,商业,上城,望江,杭州,fang.com
世茂江滨商业中心,商业,上城,江干周边,杭州,fang.com
柳浪阁,商业,上城,清波,杭州,fang.com
吴山公寓,商业,上城,清波,杭州,fang.com
万新悠居乐,商业,上城,清波,杭州,fang.com
吴山商务综合楼商住楼,商业,上城,清波,杭州,fang.com
西湖8号公馆,商业,上城,清波,杭州,fang.com
东方金座,商业,上城,湖滨,杭州,fang.com
东坡路66号院,商业,上城,湖滨,杭州,fang.com
东坡路66号小区,商业,上城,湖滨,杭州,fang.com
广厦西湖时代广场,商业,上城,湖滨,杭州,fang.com
名珏公寓,商业,上城,湖滨,杭州,fang.com
平海国际商务大厦商住楼,商业,上城,湖滨,杭州,fang.com
仁和大厦,商业,上城,湖滨,杭州,fang.com
娃哈哈大厦,商业,上城,湖滨,杭州,fang.com
元华公寓,商业,上城,湖滨,杭州,fang.com
浙艺大厦,商业,上城,湖滨,杭州,fang.com
揽月臻翠府·臻橒,商业,上城,笕桥,杭州,fang.com
浙商国际中心,商业,上城,笕桥,杭州,fang.com
大世界五金城,商业,上城,笕桥,杭州,fang.com
大世界五金城(办公),商业,上城,笕桥,杭州,fang.com
杭州明石商业大厦,商业,上城,笕桥,杭州,fang.com
明石商业大厦,商业,上城,笕桥,杭州,fang.com
桃源里产业园,商业,上城,笕桥,杭州,fang.com
万事利公寓,商业,上城,笕桥,杭州,fang.com
原筑壹号写字楼,写字楼,上城,笕桥,杭州,fang.com
原筑壹号公寓,商业,上城,笕桥,杭州,fang.com
金都华府,商业,上城,紫阳,杭州,fang.com
绿城蓝色钱江写字楼,写字楼,上城,紫阳,杭州,fang.com
木场巷社区,商业,上城,紫阳,杭州,fang.com
宋都商城,商业,上城,紫阳,杭州,fang.com
通江桥小区,商业,上城,紫阳,杭州,fang.com
新桥新会,商业,上城,紫阳,杭州,fang.com
普大福地,商业,上城,艮北新城,杭州,fang.com
招商汇铂金座,商业,上城,艮北新城,杭州,fang.com
浜河部落,商业,上城,艮北新城,杭州,fang.com
公园1872上屿,商业,上城,艮北新城,杭州,fang.com
普大福地公寓,商业,上城,艮北新城,杭州,fang.com
天达广场,商业,上城,艮北新城,杭州,fang.com
物产天地中心,商业,上城,艮北新城,杭州,fang.com
华龙坊,商业,上城,近江,杭州,fang.com
观谰临江行政官邸,商业,上城,近江,杭州,fang.com
观澜郡亭公寓,商业,上城,近江,杭州,fang.com
临江金座,商业,上城,近江,杭州,fang.com
日信国际商住楼,商业,上城,近江,杭州,fang.com
尚筑金座,商业,上城,近江,杭州,fang.com
兴合望江中心,商业,上城,近江,杭州,fang.com
清泰小区,商业,上城,采荷,杭州,fang.com
花圃铁路新村,商业,上城,采荷,杭州,fang.com
采荷人家,商业,上城,采荷,杭州,fang.com
采荷大厦,商业,上城,采荷,杭州,fang.com
滨江万潮星汇,商业,上城,采荷,杭州,fang.com
采荷南苑,商业,上城,采荷,杭州,fang.com
定海苑一区,商业,上城,采荷,杭州,fang.com
杭州大润城,商业,上城,采荷,杭州,fang.com
健风大厦,商业,上城,采荷,杭州,fang.com
万象城悦玺,商业,上城,钱江新城,杭州,fang.com
泛海国际中心,商业,上城,钱江新城,杭州,fang.com
杭州高德置地广场,商业,上城,钱江新城,杭州,fang.com
钱塘航空大厦,商业,上城,钱江新城,杭州,fang.com
城市之星(50年),商业,上城,钱江新城,杭州,fang.com
迪凯金座公寓,商业,上城,钱江新城,杭州,fang.com
君豪ONE53,商业,上城,钱江新城,杭州,fang.com
钱江国际时代广场,商业,上城,钱江新城,杭州,fang.com
建杭江与河,商业,上城,钱江新城,杭州,fang.com
安居临江金座,商业,上城,钱江新城,杭州,fang.com
东方君悦商住楼,商业,上城,钱江新城,杭州,fang.com
泛海国际,商业,上城,钱江新城,杭州,fang.com
黄龙御玺公寓,商业,上城,钱江新城,杭州,fang.com
杭州来福士广场公寓,商业,上城,钱江新城,杭州,fang.com
钱江商务广场,商业,上城,钱江新城,杭州,fang.com
三叉花苑,商业,上城,钱江新城,杭州,fang.com
世包国际中心公寓,商业,上城,钱江新城,杭州,fang.com
水岸帝景商住楼,商业,上城,钱江新城,杭州,fang.com
万银国际,商业,上城,钱江新城,杭州,fang.com
越秀招商·云悦湾商住楼,商业,上城,钱江新城,杭州,fang.com
机神新村,商业,上城,闸弄口,杭州,fang.com
京惠紫枫阁,商业,上城,闸弄口,杭州,fang.com
杰立公馆写字楼,写字楼,上城,闸弄口,杭州,fang.com
美博城(办公),商业,上城,闸弄口,杭州,fang.com
青城山语间,商业,临安,临安,杭州,fang.com
滨江·天目山晓城,商业,临安,临安,杭州,fang.com
金城华府,商业,临安,临安,杭州,fang.com
临安宝龙广场(商住楼),商业,临安,临安,杭州,fang.com
万马樱花公馆,商业,临安,临安,杭州,fang.com
云集金座公寓,商业,临安,临安,杭州,fang.com
白水涧山庄养生度假公寓,商业,临安,临安,杭州,fang.com
白水涧山庄,商业,临安,临安,杭州,fang.com
白云小镇,商业,临安,临安,杭州,fang.com
白鹤溪径,商业,临安,临安,杭州,fang.com
宝利北秀苑商住楼,商业,临安,临安,杭州,fang.com
白水涧公寓商住楼,商业,临安,临安,杭州,fang.com
白云小镇公寓商住楼,商业,临安,临安,杭州,fang.com
滨虹商务中心,商业,临安,临安,杭州,fang.com
财富商厦,商业,临安,临安,杭州,fang.com
地上春天,商业,临安,临安,杭州,fang.com
东天目大泽地,商业,临安,临安,杭州,fang.com
东天目塘顶仙境,商业,临安,临安,杭州,fang.com
大泽地度假公寓,商业,临安,临安,杭州,fang.com
大桥南路30号小区商住楼,商业,临安,临安,杭州,fang.com
富康公寓商住楼,商业,临安,临安,杭州,fang.com
国瑞中心公寓,商业,临安,临安,杭州,fang.com
汇锦华庭,商业,临安,临安,杭州,fang.com
恒晟左邻右里,商业,临安,临安,杭州,fang.com
回龙公寓,商业,临安,临安,杭州,fang.com
湖塘公寓,商业,临安,临安,杭州,fang.com
锦天花园,商业,临安,临安,杭州,fang.com
锦天城市花园,商业,临安,临安,杭州,fang.com
锦绣山水苑,商业,临安,临安,杭州,fang.com
金桥公寓,商业,临安,临安,杭州,fang.com
九洲星座,商业,临安,临安,杭州,fang.com
金石临栖公寓,商业,临安,临安,杭州,fang.com
临安春天花园,商业,临安,临安,杭州,fang.com
临安百合苑,商业,临安,临安,杭州,fang.com
临安大厦单身公寓,商业,临安,临安,杭州,fang.com
临安太湖源度假房,商业,临安,临安,杭州,fang.com
临安水岸阳光商住楼,商业,临安,临安,杭州,fang.com
临安汇锦华庭商住楼,商业,临安,临安,杭州,fang.com
丽景苑商住楼,商业,临安,临安,杭州,fang.com
临天九弄商住楼,商业,临安,临安,杭州,fang.com
临安商城公寓商住楼,商业,临安,临安,杭州,fang.com
临天八弄商住楼,商业,临安,临安,杭州,fang.com
玫瑰苑,商业,临安,临安,杭州,fang.com
美林玉泉山庄,商业,临安,临安,杭州,fang.com
南方公寓,商业,临安,临安,杭州,fang.com
泉林居,商业,临安,临安,杭州,fang.com
勤俭弄小区商住楼,商业,临安,临安,杭州,fang.com
瑞麒佳苑,商业,临安,临安,杭州,fang.com
天目山清泉居,商业,临安,临安,杭州,fang.com
天目山锦绣山庄,商业,临安,临安,杭州,fang.com
天目山明月阁,商业,临安,临安,杭州,fang.com
天目山泉林居,商业,临安,临安,杭州,fang.com
天目金桂度假公寓,商业,临安,临安,杭州,fang.com
天目山清风筑园,商业,临安,临安,杭州,fang.com
天阳大厦商住楼,商业,临安,临安,杭州,fang.com
天目观山月,商业,临安,临安,杭州,fang.com
天目苑商住楼,商业,临安,临安,杭州,fang.com
万乐园,商业,临安,临安,杭州,fang.com
万隆公寓,商业,临安,临安,杭州,fang.com
新民小区商住楼,商业,临安,临安,杭州,fang.com
云安小镇,商业,临安,临安,杭州,fang.com
永隆公寓商住楼,商业,临安,临安,杭州,fang.com
药厂宿舍商住楼,商业,临安,临安,杭州,fang.com
浙皖农贸城,商业,临安,临安,杭州,fang.com
筑境花园,商业,临安,临安,杭州,fang.com
竹林风华,商业,临安,临安,杭州,fang.com
众安汇尊温泉度假村,商业,临安,临安城区,杭州,fang.com
安吉怡园养身度假公寓,商业,临安,青山湖,杭州,fang.com
宝龙旭辉城商住楼,商业,临安,青山湖,杭州,fang.com
东湖云杉郡,商业,临平,东湖,杭州,fang.com
和合财富中心商住楼,商业,临平,东湖,杭州,fang.com
珑昕泽第商住楼,商业,临平,东湖,杭州,fang.com
万宝城,商业,临平,临平,杭州,fang.com
东湖公寓,商业,临平,临平,杭州,fang.com
鼎和金座,商业,临平,临平,杭州,fang.com
都市港湾,商业,临平,临平,杭州,fang.com
德雅金座,商业,临平,临平,杭州,fang.com
e世纪都市知音公寓,商业,临平,临平,杭州,fang.com
朗诗枫荟,商业,临平,临平,杭州,fang.com
玖玖国际财富中心,商业,临平,临平,杭州,fang.com
时间名座酒店式公寓,商业,临平,临平,杭州,fang.com
碧云阁公寓,商业,临平,临平,杭州,fang.com
博爱家园,商业,临平,临平,杭州,fang.com
城佳公寓,商业,临平,临平,杭州,fang.com
谛都科技城商住楼,商业,临平,临平,杭州,fang.com
东湖云杉郡公寓,商业,临平,临平,杭州,fang.com
荷花塘小区,商业,临平,临平,杭州,fang.com
华源天盛中心,商业,临平,临平,杭州,fang.com
海联云客里,商业,临平,临平,杭州,fang.com
金世纪星都家园,商业,临平,临平,杭州,fang.com
金世纪运河丽都,商业,临平,临平,杭州,fang.com
玖玖国际公寓,商业,临平,临平,杭州,fang.com
康佳公寓,商业,临平,临平,杭州,fang.com
临平山庄,商业,临平,临平,杭州,fang.com
绿茶公寓,商业,临平,临平,杭州,fang.com
龙王公寓,商业,临平,临平,杭州,fang.com
龙皇公寓,商业,临平,临平,杭州,fang.com
藕花洲公寓,商业,临平,临平,杭州,fang.com
藕花洲大街389号,商业,临平,临平,杭州,fang.com
瓶山公寓,商业,临平,临平,杭州,fang.com
四维公寓,商业,临平,临平,杭州,fang.com
树兰书香名邸(商住楼),商业,临平,临平,杭州,fang.com
铁流公寓,商业,临平,临平,杭州,fang.com
肖家弄公寓,商业,临平,临平,杭州,fang.com
赞成檀府商住楼,商业,临平,临平,杭州,fang.com
风景晨园商住楼,商业,临平,乔司,杭州,fang.com
风景晨园公寓,商业,临平,乔司,杭州,fang.com
金宏花苑,商业,临平,乔司,杭州,fang.com
九杭花园酒店,商业,临平,乔司,杭州,fang.com
品立方,商业,临平,乔司,杭州,fang.com
乔莫西路158号商住楼,商业,临平,乔司,杭州,fang.com
商贸苑小区(商住楼),商业,临平,乔司,杭州,fang.com
兴安公寓,商业,临平,乔司,杭州,fang.com
永顺三好大厦,商业,临平,乔司,杭州,fang.com
赞成首府公寓,商业,临平,乔司,杭州,fang.com
华元欢乐城公寓,商业,临平,南苑,杭州,fang.com
美莱国际中心公寓,商业,临平,南苑,杭州,fang.com
滨耀城,商业,临平,南苑,杭州,fang.com
富邦星座,商业,临平,南苑,杭州,fang.com
新远金座公寓,商业,临平,南苑,杭州,fang.com
CBC时代大观,商业,临平,南苑,杭州,fang.com
鼎盛大厦,商业,临平,南苑,杭州,fang.com
好望公寓,商业,临平,南苑,杭州,fang.com
华元欢乐城写字楼,写字楼,临平,南苑,杭州,fang.com
寰汇,商业,临平,南苑,杭州,fang.com
华元欢乐城商住楼,商业,临平,南苑,杭州,fang.com
联城公寓,商业,临平,南苑,杭州,fang.com
临平芳满庭商住楼,商业,临平,南苑,杭州,fang.com
临平西子国际,商业,临平,南苑,杭州,fang.com
理想银泰城公寓,商业,临平,南苑,杭州,fang.com
时代大观CBC,商业,临平,南苑,杭州,fang.com
世纪金座,商业,临平,南苑,杭州,fang.com
燕南苑,商业,临平,南苑,杭州,fang.com
浙商开元名都祺寓,商业,临平,南苑,杭州,fang.com
中顺新澜悦,商业,临平,南苑,杭州,fang.com
中骏鼎湖未来云城商住楼,商业,临平,南苑,杭州,fang.com
远华佳域商务中心,商业,临平,南苑街道临乔路以,杭州,fang.com
美致生活广场公寓,商业,临平,塘栖,杭州,fang.com
